,NAME,LATITUDE,LONGITUDE,VICINITY,CLOTHING,FOOD,HOUSEHOLD GOODS,HOUSING,TRAINING AND OTHER SERVICES,NOTES,WEBSITE
379,SnapRetail,40.45080069999999,-80.00369669999999,"100 S Commons #102, Pittsburgh",,1.0,,,,,http://snapretail.com/
380,Snappr Photography,40.4679987,-79.9447804,"417 N Millvale Ave #2a, Pittsburgh",,1.0,,,,,https://www.snappr.co/best-photographers/pittsburgh-pa?utm_source=google&utm_medium=organic_gmb&utm_campaign=gmb&utm_term=na&utm_content=na
381,Sojourner House,40.4641819,-79.9333922,"5460 Penn Ave, Pittsburgh",,,,1.0,,,https://www.sojournerhousepa.org/
382,South Busway + Central Shelter,40.390282,-79.998173,Pittsburgh,,,,1.0,,,
383,South Busway + Whited St Shelter,40.395546,-79.99971699999999,Pittsburgh,,,,1.0,,,
384,South Busway + Whited St Shelter,40.395584,-79.99958199999999,Pittsburgh,,,,1.0,,,
385,South Side Park,40.4185022,-79.9783372,"2000 Julia St, Pittsburgh",,1.0,,,,,http://pittsburghpa.gov/
386,Spartan Community Center of Hazelwood,40.4071807,-79.9419097,"134 E Elizabeth St, Pittsburgh",,,,,1.0,,http://www.spartancenter.org/
387,Springdale WIC,40.5410926,-79.7786431,"830 Pittsburgh St, Springdale",,1.0,,,,,http://www.achd.net/wic/
388,St Athanasius Education and Community Center,40.5206982,-80.02915279999999,"2 Wentworth Ave, Pittsburgh",,,,,1.0,,https://mountcarmelpgh.org/community-center-1
389,St Joseph's House-Hospitality,40.4451937,-79.98722719999999,"1635 Bedford Ave, Pittsburgh",,,,1.0,,,https://www.ccpgh.org/pages/services/hsg-and-homeless/services---hsg-and-homeless---st-joseph-house
390,St. Vincent de Paul Society - Main Office,40.449239,-80.02721799999999,"1501 Reedsdale St #3003, Pittsburgh",1.0,,,,,,http://www.svdppitt.org/
391,St. Vincent de Paul Society - Thrift Store,40.366735,-80.013733,"3423 Library Rd, Pittsburgh",1.0,,,,,,http://www.svdppitt.org/
392,Starkist Foods Inc,40.44586899999999,-80.01032699999999,"323 N Shore Dr #600, Pittsburgh",,1.0,,,,,http://starkist.com/
393,Stephen Foster Community Center,40.467668,-79.958663,"286 Main St, Pittsburgh",,,,,1.0,,http://www.catholicyouthassociation.com/
394,Style Encore North Hills,40.5697392,-80.0209329,"750 Providence Blvd, Pittsburgh",1.0,,,,,,http://www.style-encorenorthhills.com/
395,Style Exchange Boutique,40.365103,-79.98441299999999,"4211 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,http://www.styleexchangeboutique.com/
396,Swissvale Community Food Pantry,40.4209148,-79.88602130000001,"2028 Noble St, Pittsburgh",,1.0,,,,,https://swissvalefoodpantry.org/
397,Swissvale Community Garden,40.4172977,-79.8905486,"7301 Denniston Ave, Pittsburgh",,1.0,,,,,https://swissvale.org/swissvale-community-garden
398,System One,40.44207189999999,-80.0001065,"210 Sixth Ave Suite 3100, Pittsburgh",,,,,1.0,,https://www.systemoneservices.com/
399,TEKsystems,40.4308846,-80.1267171,"8 Penn Center, West Drive Suite 200, Pittsburgh",,,,,1.0,,https://www.teksystems.com/
400,Teacher Excellence Center,40.4425231,-79.9972639,"635 Smithfield St, Pittsburgh",,,,,1.0,,
401,The Center for Women,40.43909,-79.923373,"1620 Murray Ave, Pittsburgh",,,,1.0,,,
402,The Children's Home of Pittsburgh & Lemieux Family Center,40.4642045,-79.9374887,"5324 Penn Ave, Pittsburgh",,,,1.0,,,http://www.childrenshomepgh.org/
403,The Consignment Boutique,40.51342959999999,-79.9991798,"2260 Babcock Blvd, Pittsburgh",1.0,,,,,,http://www.theconsignmentboutique.net/
404,The Container Store,40.5526313,-80.0212657,"8033 McKnight Rd, Pittsburgh",1.0,,,,,,https://www.containerstore.com/locations/showStore.htm?store=PIT&cid=ns:maps:google:main-store:39-pittsburgh
405,The Discount Closet,40.382972,-80.016561,"505 McNeilly Rd, Pittsburgh",1.0,,,,,,
406,The Empress Closet,40.4369503,-79.8782131,"480 Ella St, Pittsburgh",1.0,,,,,,
407,The F.M. Thomas And Jerome Thomas Community Center,40.46306080000001,-79.91298379999999,"401 Paulson Ave, Pittsburgh",,,,,1.0,,
408,The Nest Nearly New Clothing,40.4533552,-80.00080040000002,"425 E Ohio St, Pittsburgh",1.0,,,,,,http://www.thenestpgh.com/
409,The Octopus Garden,40.4635711,-79.93683519999999,"135 S Aiken Ave, Pittsburgh",,1.0,,,,,https://www.facebook.com/octopusgardenpittsburgh/
410,The Perch,40.4458344,-79.96265129999999,"3735 Sutherland Dr, Pittsburgh",,1.0,,,,,http://www.pc.pitt.edu/dining/locations/perchNutrition.php
411,The Phlebotomy Training Center,40.446155,-79.954695,"100 Lytton Ave, Pittsburgh",,,,,1.0,,http://www.justphlebotomy.org/
412,The Salvation Army Family Store & Donation Center,40.4288509,-79.9902163,"855 E Carson St, Pittsburgh",1.0,,,,,,https://satruck.org/
413,The Western Pennsylvania Diaper Bank,40.4484279,-79.8948453,"201 N Braddock Ave, Pittsburgh",1.0,,,,,,http://westernpennsylvaniadiaperbank.org/
414,Thornburg Community Center,40.4323089,-80.0831333,"545 Hamilton Rd, Pittsburgh",,,,,1.0,,http://thornburgborough.org/community/community-center/
415,Three Rivers Youth,40.4830907,-80.0467456,"2051 Termon Ave, Pittsburgh",,,,1.0,,,http://threeriversyouth.org/
416,Three Rivers Youth,40.4620819,-79.9221572,"6117 Broad St, Pittsburgh",,,,1.0,,,http://www.threeriversyouth.org/
417,Thriftique,40.4801267,-79.95743569999999,"125 51st St, Pittsburgh",1.0,,,,,,https://www.ncjwpgh.org/programs/thriftique/
418,Tox Medical Search,40.4456377,-79.9497133,"307 S Dithridge St, Pittsburgh",,,,,1.0,,
419,Transitional Services Inc,40.4552617,-79.9255462,"362 S Highland Ave, Pittsburgh",,,,1.0,,,
420,Treasure House Fashions,40.54449839999999,-80.0157699,"7607 McKnight Rd, Pittsburgh",1.0,,,,,,http://thfashions.org/
421,Trwib Inc,40.4414408,-79.99667389999999,"425 Sixth Ave #650, Pittsburgh",,,,,1.0,,https://www.partner4work.org/
422,UPMC Children's Hospital of Pittsburgh,40.467203,-79.9531598,"4401 Penn Ave, Pittsburgh",,,,1.0,,,http://www.chp.edu/contact-us
423,US Food & Drug Administration,40.4246266,-80.0406861,"57 Parkway Ctr # 250, Pittsburgh",,1.0,,,,,https://www.fda.gov/
424,US Labor Department,40.4435483,-79.9944514,"1000 Liberty Ave # 1436, Pittsburgh",,,,,1.0,,
425,US Labor Department,40.4244345,-80.04049619999999,"7 Parkway Ctr # 290, Pittsburgh",,,,,1.0,,https://www.dol.gov/
426,US Labor Department,40.3238635,-79.9845483,"Cochran Mill Rd, Pittsburgh",,,,,1.0,,
427,Unified Positive Effect Garden,40.4200552,-80.000342,"Climax St +, Estella Ave, Pittsburgh",,1.0,,,,,
428,Unity Food Pantry,40.408869,-80.050485,"1146 Greentree Rd, Pittsburgh",,1.0,,,,,http://unitypresbyterianchurch.org/foodpantry/
429,Universal Staffing Agency,40.4568841,-79.91714900000001,"6425 Living Pl suite 200, Pittsburgh",,,,,1.0,,http://www.universalstaffing.org/
430,University Center,40.4397275,-80.00085969999999,"414 Wood St, Pittsburgh",,,,,1.0,,http://www.pointpark.edu/Academics/AcademicResources/Library
431,University of Pittsburgh - Bevier Engineering Library,40.4440676,-79.9578544,"G33 Benedum Hall, 3700 O'Hara St, Pittsburgh",,,,,1.0,,https://www.library.pitt.edu/engineering
432,University of Pittsburgh - Frick Fine Arts Library,40.4416574,-79.9512415,"650 Schenley Drive, Pittsburgh",,,,,1.0,,http://www.pitt.edu/
433,University of Pittsburgh - Health Sciences Library,40.44286719999999,-79.9614028,"200 Scaife Hall, 3550 Terrace St, Pittsburgh",,,,,1.0,,https://www.hsls.pitt.edu/
434,University of Pittsburgh - Theodore M Finney Music Library,40.4466255,-79.95230629999999,"Music Building, 28B, Pittsburgh",,,,,1.0,,https://www.library.pitt.edu/music
435,Upmc Vocational Training Center,40.4294644,-79.9880135,"1029 Bingham St, Pittsburgh",,,,,1.0,,https://www.upmc.com/services/behavioral-health/autism/adult/vocational-training
436,Upstream Coding,40.4636674,-79.926716,"224 N Euclid Ave fl 2, Pittsburgh",,,,,1.0,,https://www.upstreamcoding.com/
437,Veterans Services,40.4450029,-79.95642459999999,"4141 Fifth Ave 3rd Floor, Pittsburgh",,1.0,,,,,https://www.alleghenycounty.us/veterans/index.aspx
438,Vietnam Veterans of America,40.4107437,-80.0064056,"890 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,https://pickupplease.org/donate-in-pittsburgh/
439,Vietnam Veterans of America – Free Donation Pickup in Pittsburgh (Saw Mill Run),40.410744,-80.006406,"890 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,https://pickupplease.org/donate-in-pittsburgh
440,Vocational Rehabilitation Office,40.440551,-80.0061829,"300 Liberty Ave, Pittsburgh",,,,,1.0,,https://www.dli.pa.gov/Individuals/Disability-Services/ovr/Pages/default.aspx
441,Volt Workforce Solutions,40.4463893,-80.0105142,"322 N Shore Dr, Pittsburgh",,,,,1.0,,http://www.volt.com/
442,Volunteers of America,40.4948118,-79.9238191,"1650 Main St # 1, Pittsburgh",,,,1.0,,,https://www.voapa.org/
443,Wadsworth Hall Community Center,40.4427575,-79.9697218,"480 Oak Hill Dr, Pittsburgh",,,,,1.0,,
444,Walk In Closet Clothing & Accessories,40.4217614,-79.99716819999999,"603 E Warrington Ave, Pittsburgh",1.0,,,,,,
445,"Ward Home, Inc.",40.4601713,-79.9329628,"324 S Negley Ave, Pittsburgh",,,,1.0,,,http://www.auberle.org/wardhome
446,Wellsprings,40.43847299999999,-79.99152699999999,"903 Watson St, Pittsburgh",,,,1.0,,,
447,West End Works Neighborhood Employment Center,40.443254,-80.04133499999999,"825 Lorenz Ave, Pittsburgh",,,,,1.0,,https://www.facebook.com/westendworks.nec.3
448,West Penn Community Parking Lot,40.45516509999999,-79.9703664,"Haran St, Pittsburgh",,1.0,,,,,
449,West Penn Community Recreation Center,40.4557734,-79.96936219999999,"450 30th St, Pittsburgh",,,,,1.0,,https://pittsburghpa.gov/citiparks/rec-centers
450,Western Pa Hospital Medical Library,40.4614529,-79.94636369999999,"4800 Friendship Ave, Pittsburgh",,,,,1.0,,
451,Wilkins School Community Center,40.4301837,-79.8930053,"7604 Charleston Ave, Pittsburgh",,,,,1.0,,http://www.wsccpgh.org/
452,Wilkinsburg Community Ministry,40.4414316,-79.8858182,"704 Wood St, Pittsburgh",,1.0,,,,,http://www.wcm15221.org/
453,Wilkinsburg Family Support Center,40.4437117,-79.88054559999999,"807 Wallace Ave Suite 205, Pittsburgh",,,,1.0,,,http://wfsc1994.org/
454,Wilkinsburg Public Library,40.4433702,-79.88583539999999,"605 Ross Ave, Pittsburgh",,,,,1.0,,http://www.wilkinsburglibrary.org/
455,Wilkinsburg WIC Clinic,40.4437708,-79.8805204,"Hosanna House, 807 Wallace Ave #204a, Pittsburgh",,1.0,,,,,"https://www.alleghenycounty.us/Health-Department/Health-Services/Women,-Infants-and-Children/Women-Infants-and-Children-Program.aspx"
456,Womanspace East,40.4380434,-79.9775153,"2000 Fifth Ave, Pittsburgh",,,,1.0,,,https://www.wseinc.org/
457,Women & Girls Foundation-Swp,40.4662502,-79.9644501,"3700 Butler St Studio C, Pittsburgh",,,,1.0,,,http://wgfpa.org/
458,Workforce,40.4855918,-79.7776303,"703 Millers Ln, Pittsburgh",,,,,1.0,,http://www.workingtogetherworks.net/
459,YWCA,40.458441,-79.903288,"6907 Frankstown Ave, Pittsburgh",,,,1.0,,,https://www.ywcapgh.org/contact-us
460,YWCA Greater Pittsburgh,40.4392206,-80.0017051,"305 Wood St, Pittsburgh",,,,1.0,,,http://www.ywcapgh.org/
461,"Youth Advocate Programs, Inc",40.4301129,-79.9966195,"26 Terminal Way, Pittsburgh",,,,1.0,,,https://www.yapinc.org/
462,Youth Collaboratory,40.4480371,-80.0024407,"106 Isabella St, Pittsburgh",,,,1.0,,,http://www.youthcollaboratory.org/
463,YouthPlaces,40.452716,-80.008078,"711 W Commons, Pittsburgh",,,,1.0,,,http://youthplaces.org/
464,Zicknacks Community Thrift Store,40.37824579999999,-79.9902455,"2780 Saw Mill Run Blvd, Pittsburgh",1.0,,,,,,http://www.zicknacks.com/
465,Hazelwood Community Center,40.40646699,-79.94265677,138 JOHNSTON AVE,0.0,1.0,0.0,0.0,1.0,"YMCA food bank (first Sat of month), life skills programming for youth",https://www.spartancenter.org/
466,Beechview Senior and Community Center,40.41073294,-80.0243594,1555 BROADWAY AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1, healthy active living ctr for seniors",
467,Brighton Heights Senior Center,40.47926492,-80.03582778,3515 MCCLURE AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1, healthy active living ctr for seniors",
468,Glen Hazel Senior Center,40.40673455,-79.93310816,945 ROSSELLE CT,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
469,Hazelwood Senior Center,40.40366317,-79.94257411,5344 SECOND AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
470,Homewood Senior Center,40.45691848,-79.89299637,7321 FRANKSTOWN AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
471,Lawrenceville Senior Center,40.47312147,-79.95808507,4600 BUTLER ST,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
472,Magee Recreation Center,40.42439382,-79.93676526,745 GREENFIELD AVE,0.0,1.0,0.0,0.0,0.0,"after-school meals, 4-6pm (snack & dinner)",https://apps.pittsburghpa.gov/redtail/images/15894_MageePAGE.pdf
473,Morningside Senior Center,40.4838976,-79.92498053,6944 PRESIDENT WAY,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
474,Mount Washington Senior Center,40.43005473,-80.0079767,122 VIRGINIA AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
475,Sheraden Senior Center,40.45518068,-80.05670087,720 SHERWOOD AVE,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
476,West End Senior Center,40.43887353,-80.03471426,60 WABASH ST,0.0,1.0,0.0,0.0,0.0,"free grab&go senior lunches, M, W, F from 11-1; healthy active living ctr for seniors",
477,Morningside Crossing,40.4861716,-79.92595239,1802 JANCEY ST,0.0,0.0,0.0,1.0,0.0,"46-unit mixed housing redevelopment, focus on seniors, most units for people making 20 - 60% median income",https://cmshousing.com/properties/morningside-crossing/
478,Jefferson Recreation Center,40.4593693,-80.01450519,605 REDKNAP ST,0.0,1.0,0.0,0.0,0.0,"free after-school meals for kids, 4-6pm",
479,Paulson Recreation Center,40.46823802,-79.90351256,1201 PAULSON AVE,0.0,1.0,0.0,0.0,0.0,"free after-school meals for kids, 4-6pm",https://www.afterschoolpgh.org/programs/paulson-community-recreation-center/
480,AMMON,40.6497151,-73.9555525,2217 Bedford Avenue,0.0,1.0,0.0,0.0,0.0,,
481,ARLINGTON,40.4192698,-79.9753614,2201 Salisbury Street,0.0,1.0,0.0,0.0,0.0,,
482,JEFFERSON,40.4590936,-80.0145125,605 Rednap Street,0.0,1.0,0.0,0.0,0.0,,
483,MAGEE,40.4243888,-79.93682489999999,745 Greenfield Avenue,0.0,1.0,0.0,0.0,0.0,,
484,ORMSBY,40.4290339,-79.9743036,79 S. 22nd Street,0.0,1.0,0.0,0.0,0.0,,
485,PHILLIPS,40.3915845,-79.99105519999999,201 Parkfield Street,0.0,1.0,0.0,0.0,0.0,,
486,WARRINGTON,40.4212661,-80.0009554,329 Warrington Avenue,0.0,1.0,0.0,0.0,0.0,,
